Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
1,2005,4,6,463,6,11,13,0,1,0,77117,0,10,1,8491,9880,9670,11170,8701,9790,11699,12830,17212,76040,32,8535,0,803,1
1,2006,3,24,722,6,357,13,1,2,1,82429,2,5,3,8544,10332,9728,11659,7884,9237,10762,12392,8655,76040,32,7285,0,594,1
1,2003,6,4,510,6,109,13,0,2,1,67467,0,5,0,3102,4014,3850,4835,3276,4228,4038,5066,8655,76040,32,5525,0,1515,1
1,2006,3,6,261,73,197,6,0,1,0,72109,0,2,1,6542,8099,7565,9247,6010,7008,6991,8069,8655,76040,32,6575,0,1506,1
1,2006,3,3,335,49,271,4,0,1,0,68725,0,5,2,5842,6909,6809,7962,5969,6948,6947,8004,17212,76040,32,6370,0,728,1
1,2004,5,6,273,110,235,5,0,1,0,80143,0,0,1,3547,4622,4331,5492,3213,4010,3970,4831,8655,76040,32,3760,0,1243,1
1,2005,4,6,279,73,519,6,0,2,1,84903,0,11,1,3964,5612,4781,6561,4679,5190,8617,9187,8655,76040,32,4660,0,1633,1
1,2006,3,12,318,55,368,13,0,1,0,81291,0,6,0,11246,12992,12646,14531,11914,13507,15520,17354,17212,76040,32,9195,0,1893,1
1,2002,8,6,465,32,4,6,0,1,0,78865,0,10,1,5708,7020,9505,10781,7422,8971,10582,11854,8655,76040,32,7185,0,1689,1
1,2007,3,26,275,70,109,12,0,2,1,26200,2,5,3,5124,5907,8580,9297,5406,6277,8550,9832,8655,76040,32,6325,0,462,1
1,2007,3,5,97,6,383,9,1,2,1,69250,0,5,0,6767,8348,10609,11963,7274,8677,11277,12605,8655,76040,32,5570,0,825,1
1,2006,4,9,588,30,147,2,0,1,0,79018,2,5,3,6369,7398,9567,10974,7199,8229,9954,11298,8655,76040,32,6725,0,803,1
1,2006,4,3,331,49,273,7,0,1,0,83676,0,5,2,6571,7772,10927,12258,6748,7929,10683,12234,22808,76040,32,6670,0,853,1
1,2006,4,23,359,3,165,6,0,1,0,86445,0,5,2,5283,6740,8584,10082,6394,7601,9772,11349,22808,76040,32,5470,0,853,1
1,2005,5,23,359,2,53,12,0,2,1,26871,0,5,2,4618,5561,8414,9474,5050,5631,8699,9489,8655,76040,32,5970,0,582,1
1,2006,4,12,388,92,269,13,0,1,0,78796,0,7,0,8483,10223,12272,13773,8683,10433,11822,13543,8655,76040,32,8170,0,686,1
1,2002,8,4,507,6,109,4,0,2,1,94834,0,5,0,2733,3375,5312,6082,3041,3785,5763,6694,8655,76040,32,3260,0,1930,1
1,2006,4,13,602,21,140,1,0,2,1,72396,2,5,3,4690,5744,7953,8841,5170,6519,8369,9762,8655,76040,32,4860,0,569,1
1,2004,6,5,0,84,578,4,0,1,0,76713,0,4,0,5292,6521,9927,11017,5272,6673,10014,11071,19064,76040,32,6925,0,920,1
1,2004,6,6,248,37,571,12,1,1,0,85638,0,4,1,4012,5400,8001,10052,4306,5379,7885,9376,8655,76040,32,5770,0,594,1
1,2005,5,3,666,48,291,2,0,1,0,80832,0,6,2,7449,8709,12233,14302,7864,9262,11554,13050,17212,76040,32,8485,0,1243,1
1,2001,9,4,657,54,507,2,0,1,0,85528,0,11,0,3831,4853,7000,8506,3322,3939,6024,6724,8655,76040,32,5060,0,2063,1
1,2003,7,6,717,53,515,14,0,1,0,69377,0,11,1,3132,4078,5915,6844,3088,4238,6055,7074,19064,76040,32,4610,0,1906,1
1,2006,4,13,602,21,140,1,0,1,0,69706,2,5,3,5096,6187,8024,8973,5072,6207,8448,9379,19064,76040,32,5670,0,533,1
1,2004,6,6,250,37,576,14,0,1,0,83430,0,4,1,5491,7022,9883,11233,5289,6558,9251,10445,19064,76040,32,6155,0,853,1
1,2003,7,22,323,73,205,6,0,1,0,71600,0,2,2,3310,4259,6246,7005,2646,3621,5681,6821,17212,76040,32,4660,0,2274,1
1,2005,5,6,248,85,569,12,0,1,0,73172,0,4,1,7090,8680,11172,12845,6937,8537,11216,13102,17212,76040,32,7240,0,569,1
1,2003,7,3,666,48,292,2,0,1,0,84393,0,6,2,5572,6876,8626,10000,4965,6040,8291,9573,17212,76040,32,6970,0,1543,1
1,2005,5,4,507,6,109,1,0,2,1,59115,0,5,0,4396,5511,8061,9098,4324,5450,7704,8804,17212,76040,32,5970,0,1086,1
1,2005,5,4,567,6,109,6,0,1,0,62574,0,5,0,4358,5500,7752,8978,3976,5222,7276,8403,17212,76040,32,5170,0,1020,1
1,2006,4,5,175,89,298,2,0,1,0,74625,0,6,0,9589,10920,13328,14808,9722,11268,13705,15387,8655,76040,32,9280,0,1389,1
1,2006,4,23,359,2,164,13,0,2,1,51571,0,5,2,5523,6685,8795,10163,5108,6173,8720,9759,17212,76040,32,5110,0,671,1
1,2005,5,13,598,21,255,14,1,2,1,65722,2,6,3,6489,7679,10231,12003,5810,6923,9444,10839,17212,76040,32,6625,0,1508,1
1,2005,5,12,386,92,339,5,1,1,0,75130,0,7,0,5694,6203,9567,10283,5626,6080,9343,10026,17212,76040,32,5925,0,686,1
1,2005,5,13,602,21,185,4,0,2,1,74282,2,5,3,3201,4629,6206,7662,3431,4131,6072,6793,17212,76040,32,5325,0,569,1
1,2001,9,4,507,6,109,12,0,1,0,83509,0,5,0,2618,3432,5039,6057,2611,3456,4539,6008,17212,76040,32,4160,0,1803,1
1,2004,6,4,571,6,11,2,0,3,2,61291,0,5,0,3332,4368,6747,7638,3539,4842,6695,7995,17212,76040,32,4410,0,1020,1
1,2007,3,4,571,6,109,12,0,2,1,82362,0,5,0,6878,7809,10073,11037,7337,8126,10922,11787,17212,76040,32,7270,0,1373,1
1,2007,3,13,602,21,220,9,0,1,0,80160,2,5,3,6088,6753,9544,10013,7418,8556,10724,11773,17212,76040,32,6170,0,594,1
1,2006,4,23,359,2,164,4,0,2,1,54405,0,5,2,5533,6535,8990,10018,5496,6709,8978,10159,17212,76040,32,6670,0,671,1
1,2006,4,7,202,80,344,12,0,1,0,98334,0,6,2,10580,13026,15724,17101,10387,11819,15499,16424,17212,76040,32,8585,0,1341,1
1,2003,7,5,0,84,564,14,0,1,0,85369,0,4,0,4188,5193,7449,9194,4072,4922,7560,8438,8655,76040,32,6870,0,894,1
1,2006,4,6,262,112,40,2,0,2,1,80742,0,0,1,4798,5993,8650,10804,3942,4995,8001,8876,8655,76040,32,5670,0,1243,1
1,2004,6,6,636,76,210,6,0,1,0,87391,0,5,1,3406,4536,6898,8558,3080,4385,5870,7583,8655,76040,32,4940,0,983,1
1,2003,7,6,262,53,185,6,0,2,1,78284,0,0,1,2545,3590,4956,6548,2077,2986,5217,6044,8655,76040,32,4160,0,1455,1
1,2001,9,6,262,73,197,12,0,1,0,78121,0,0,1,2314,2953,4720,5402,2193,2900,5145,6804,8655,76040,32,4060,0,1455,1
1,2004,6,3,343,6,109,2,0,2,1,85175,0,2,2,3244,4394,6108,8273,3317,4510,6643,8037,22916,89165,24,4730,0,2152,1
1,2004,6,6,250,101,473,12,0,1,0,75842,0,4,1,8850,10513,13298,15452,8406,9932,12530,14057,23657,89165,24,10050,0,803,1
1,2005,5,6,636,73,197,6,0,2,1,65362,0,5,1,3389,4607,6933,8197,3475,4759,6671,8140,22916,89165,24,5555,0,825,1
1,2005,5,23,714,6,75,1,0,1,0,62045,0,6,2,5436,6868,8965,10389,5574,7074,9240,10734,23657,89165,24,7070,0,1215,1
1,2003,7,6,238,102,286,14,0,1,0,49739,0,6,1,4311,5638,7161,8730,3903,4888,6792,7802,1156,89165,24,7060,0,1134,1
1,2006,4,26,533,21,109,12,0,2,1,70909,2,0,3,3336,4468,6644,7940,4746,6019,8121,9261,23657,89165,24,4395,0,569,1
1,2006,4,6,636,73,197,7,0,2,1,91387,0,5,1,4252,5547,7549,8847,3885,5229,6986,8564,23657,89165,24,4230,0,1053,1
1,2005,5,6,262,115,392,5,0,1,0,85492,0,0,1,4494,5618,7889,8636,4748,5992,8014,9036,23657,89165,24,4495,0,1243,1
1,2004,5,3,123,6,11,2,0,1,0,53028,0,0,2,3161,4201,3914,5037,3350,4172,4118,5006,22808,70460,12,4020,0,920,1
1,2006,3,6,279,73,518,13,0,2,1,46401,0,11,1,5832,6570,6799,7596,5764,6734,6725,7773,20833,70460,12,5705,0,1046,1
1,2006,4,5,0,55,537,7,0,1,0,85642,0,4,0,9801,11155,14542,15839,11027,12975,15503,17192,25100,70460,12,11140,0,983,1
1,2005,5,3,404,48,169,0,0,1,0,78452,0,5,2,5252,6613,8330,9871,5159,6307,8818,10781,18822,70460,12,7520,0,1272,1
1,2002,8,6,636,76,203,5,0,1,0,91775,0,5,1,2491,3580,5220,6299,2147,3051,4537,6056,25100,70460,12,3485,0,1353,1
1,2006,4,12,388,92,269,13,0,1,0,86324,0,7,0,8848,10471,12265,13828,8614,10262,12266,13635,25100,70460,12,7620,0,723,1
1,2005,5,22,439,6,99,13,0,1,0,80185,0,11,2,4778,6312,8265,10048,5042,6777,8355,10371,25100,70460,12,5205,0,5092,1
1,2003,7,6,262,73,197,13,0,1,0,97014,0,0,1,3003,4095,5382,6599,2534,3470,5646,7016,25100,70460,12,4685,0,1641,1
1,2001,9,3,406,6,109,13,0,2,1,58725,0,5,2,1848,2674,3906,5015,1822,2614,4214,5318,17212,70460,12,5505,0,1966,1
1,2003,7,3,664,6,330,13,0,1,0,95599,0,7,2,5142,6532,8137,9564,4636,5343,7391,7940,17212,70460,12,5085,0,1353,1
1,2005,4,6,261,56,166,12,0,3,2,58799,0,2,1,7789,9786,8912,11069,7789,9786,8912,11069,21053,85353,2,7870,0,1169,1
1,2007,2,5,131,6,118,13,0,2,1,85557,0,9,0,9780,11272,11062,12674,9849,11339,11137,12746,835,85353,2,8875,0,1503,1
1,2004,5,11,84,70,243,14,0,3,2,62351,2,6,3,5245,6223,6165,7221,5566,6622,6511,7652,835,85353,2,6515,0,1118,1
1,2005,4,5,469,89,109,6,0,1,0,57371,0,0,0,3432,4516,4207,5377,3346,4554,4114,5418,835,85353,2,4925,0,588,1
1,2005,4,6,235,103,317,14,0,1,0,92674,0,3,1,10399,12921,11731,14455,10006,12269,15217,17473,20234,85353,2,10700,0,1630,1
1,2005,4,4,571,95,185,13,0,1,0,91241,0,5,0,4949,5972,5845,6950,4447,5780,8667,9977,21053,85353,2,4060,0,1485,1
1,2005,4,5,119,73,489,13,0,2,1,77965,0,11,0,4115,5396,4944,6328,4316,5569,8091,9565,21053,85353,2,6765,0,1623,1
1,2005,4,27,160,8,129,6,0,2,1,76973,3,0,3,5418,6375,6351,7385,5491,6533,8844,10369,20234,85353,2,6065,0,569,1
1,2005,4,3,694,63,521,13,0,1,0,64133,0,11,2,3266,4727,7093,9045,3735,5346,7804,9964,21053,85353,2,5465,0,3910,1
1,2007,2,5,97,6,357,12,0,2,1,66043,0,5,0,6972,8442,10960,12517,7545,8869,10614,12056,21053,85353,2,6865,0,825,1
1,2006,4,5,175,5,321,1,0,1,0,61353,0,6,0,8462,9937,13210,14695,9276,10766,13791,15346,1051,85353,2,8840,1,1215,1
1,2005,5,5,613,89,109,13,0,2,1,77200,0,5,0,3643,4727,6941,7770,4180,5111,7025,8590,20234,85353,2,5770,0,1155,1
1,2002,8,4,507,56,166,0,0,1,0,78273,0,5,0,3065,3939,6722,8639,3799,4849,6274,7186,20234,85353,2,4465,0,1689,1
1,2007,3,22,300,6,205,4,0,2,1,54066,0,5,2,7621,8732,11891,12947,9149,10457,12460,13819,835,85353,2,7250,0,1003,1
1,2007,3,3,137,48,11,1,0,2,1,45844,0,0,2,5533,6813,9129,10383,5706,6995,8866,10225,20234,85353,2,6170,0,623,1
1,2004,6,23,359,2,53,12,0,1,0,63376,0,5,2,3784,5076,6938,8483,3979,5158,7329,9013,20234,85353,2,5470,0,728,1
1,2006,4,9,592,30,147,2,0,1,0,73900,2,5,3,6417,7727,10516,12041,6946,8421,10373,11946,835,85353,2,5950,0,803,1
1,2007,3,4,507,6,109,14,0,2,1,55370,0,5,0,5541,6652,8930,10035,5903,6861,9017,10110,20234,85353,2,5970,0,1086,1
1,2006,4,22,296,6,197,14,0,2,1,65177,0,5,2,5820,6806,9205,10189,6416,7622,9920,11235,20234,85353,2,6870,0,923,1
1,2008,2,3,78,48,169,6,0,1,0,64809,0,0,2,6156,6613,9567,10000,6594,7212,9900,11058,835,85353,2,5420,0,728,1
1,2007,3,5,97,6,357,13,0,2,1,68426,0,5,0,6960,8256,10907,11884,6524,7780,10166,11252,20234,85353,2,6970,0,825,1
1,2004,6,22,323,32,150,4,0,2,1,76463,0,2,2,4455,5566,7725,8854,4603,5873,7765,9019,835,85353,2,5920,0,1974,1
1,2007,3,5,97,6,357,2,0,2,1,45538,0,5,0,6827,8017,10572,11637,6494,7455,10196,11073,835,85353,2,7020,0,693,1
1,2007,3,27,685,82,429,7,0,1,0,15409,3,4,3,16536,18384,20976,23011,16988,18762,21431,23285,835,85353,2,10402,0,522,1
1,2006,4,6,285,73,77,2,0,1,0,84066,0,1,1,8011,9437,12101,13491,5750,6641,9932,10679,20234,85353,2,8495,0,1633,1
1,2007,3,5,97,6,357,14,0,2,1,76574,0,5,0,6794,7814,10414,11395,6504,7610,10705,11511,835,85353,2,6620,0,920,1
1,2004,6,6,636,76,210,4,0,1,0,67897,0,5,1,3402,4663,6341,8061,3092,4356,6373,7770,20234,85353,2,4765,0,825,1
1,2006,4,3,406,49,176,2,0,2,1,38205,0,5,2,6126,7736,9751,11438,6734,8114,10309,11927,21053,85353,2,7195,0,822,1
1,2004,6,4,507,6,109,14,0,2,1,53145,0,5,0,3713,4756,7181,8296,3024,3863,6276,7449,835,85353,2,4805,0,1086,1
1,2003,7,6,240,23,294,12,0,1,0,72791,0,6,1,6289,7476,10309,11879,6621,7837,10694,12359,20234,85353,2,7415,0,2040,1
1,2007,3,3,137,48,11,13,0,2,1,62549,0,0,2,5636,6912,9552,10478,5998,7321,9304,10717,835,85353,2,5520,0,728,1
1,2006,4,22,323,6,109,14,0,1,0,64393,0,2,2,6173,7808,10070,11704,6142,7602,9607,11015,835,85353,2,6790,0,1703,1
1,2004,6,15,423,118,158,2,0,2,1,81577,2,5,3,5374,6485,8450,9597,5316,6818,8803,10031,20234,85353,2,6690,0,1113,1
1,2004,6,3,666,59,292,14,0,1,0,83615,0,6,2,6004,7326,9763,11289,5386,6706,8564,10036,835,85353,2,8015,0,1243,1
1,2004,6,3,442,83,35,14,0,1,0,81493,0,2,2,5922,7550,9736,11822,5682,7383,9137,11118,20234,85353,2,6490,0,2152,1
1,2005,5,13,602,21,140,13,0,2,1,65978,2,5,3,3955,4853,7140,8169,3496,4302,6797,7620,835,85353,2,5005,0,533,1
1,2007,3,3,137,48,11,14,1,2,1,72424,0,0,2,5636,6912,9552,10478,4945,5689,8505,9152,20234,85353,2,4585,0,803,1
1,2005,5,22,323,6,109,13,0,1,0,86887,0,2,2,4830,6072,8422,9624,4577,6021,7930,9580,835,85353,2,6735,0,2152,1
1,2006,4,3,137,48,169,13,0,2,1,74968,0,0,2,4571,5744,7643,8912,4565,5636,7275,8517,21053,85353,2,6490,0,803,1
1,2005,5,28,368,6,116,4,0,1,0,69900,1,9,3,6416,7712,10064,11572,6315,7776,10061,11524,835,85353,2,8515,0,1118,1
1,2005,5,18,304,20,138,12,0,2,1,80424,2,5,3,4417,5536,7507,8869,4401,5491,7624,9513,21053,85353,2,6690,0,594,1
1,2006,4,12,142,6,357,13,0,1,0,64385,0,3,0,10512,12620,14718,16737,10510,11541,14863,15812,21053,85353,2,11445,0,1508,1
1,2007,3,4,571,6,109,6,0,2,1,78080,0,5,0,6577,7559,10496,11439,7601,8418,11488,12175,835,85353,2,6950,0,1272,1
1,2005,5,22,701,6,357,13,0,1,0,71609,0,5,2,4915,6111,7969,9394,4737,6226,7706,9610,835,85353,2,6420,0,569,1
1,2006,4,23,359,2,164,12,0,2,1,63983,0,5,2,4767,6048,8166,9492,4717,5879,8064,9185,21053,85353,2,5890,0,728,1
1,2006,4,3,137,48,169,13,0,3,2,66851,0,0,2,4629,5824,7950,8959,4698,5835,7597,8838,21053,85353,2,6690,0,728,1
1,2006,4,6,260,73,197,6,0,1,0,66163,0,2,1,6009,7420,9897,11505,5142,6577,9578,10679,21053,85353,2,8115,0,1313,1
1,2006,4,12,320,55,368,14,0,1,0,82677,0,6,0,10600,12788,14478,16274,11175,13130,15376,16844,835,85353,2,9440,0,2022,1
1,2007,2,26,276,70,109,4,1,2,1,35486,2,5,3,5799,6606,6763,7634,7493,8198,8592,9354,5546,33619,5,4745,0,462,1
1,2005,4,6,234,102,316,14,0,1,0,81466,0,3,1,8141,10055,9292,11359,9450,10858,10706,12227,19619,33619,5,8045,0,1113,1
1,2004,5,13,599,21,248,13,0,1,0,70474,2,6,3,4240,4991,5079,5890,4642,5567,5513,6512,5546,33619,5,6230,0,1740,1
1,2004,5,6,239,102,286,14,0,1,0,64214,0,6,1,5005,6117,5905,7106,5356,6642,6284,7673,5546,33619,5,6465,0,1020,1
1,2003,6,5,118,73,492,6,0,2,1,61386,0,11,0,3828,4777,4634,5659,3828,4777,4634,5659,19638,33619,5,5530,0,1711,1
1,2003,6,6,637,76,210,4,0,1,0,48488,0,5,1,3002,3956,3742,4772,3187,4095,3942,4923,19638,33619,5,5110,0,993,1
1,2002,7,12,389,92,339,13,0,1,0,76175,0,7,0,4453,5366,5309,6295,4890,5856,5781,6824,19638,33619,5,6330,0,986,1
1,2006,3,26,276,70,109,4,0,1,0,40419,2,5,3,4339,5183,5186,6098,4728,5606,5606,6554,5546,33619,5,5665,0,482,1
1,2004,5,3,667,59,292,1,0,1,0,79020,0,6,2,5984,7146,6963,8218,6588,7758,7615,8879,5546,33619,5,7315,0,1155,1
1,2004,5,23,364,2,164,4,0,2,1,63100,0,5,2,4290,5327,5133,6253,9105,10213,10333,11530,5546,33619,5,5765,0,728,1
1,2004,5,6,637,76,211,13,0,1,0,84398,0,5,1,3471,4406,4249,5258,3722,4835,4520,5722,5546,33619,5,3610,0,983,1
1,2003,6,19,732,73,258,13,0,1,0,76430,3,6,3,5311,6356,6236,7364,5311,6356,6236,7364,19638,33619,5,8110,0,869,1
1,2003,6,3,667,48,292,13,0,1,0,53404,0,6,2,5201,6219,6117,7217,4736,5855,5615,6823,19638,33619,5,8345,0,1220,1
1,2003,6,4,510,6,109,12,1,2,1,76311,0,5,0,2910,3728,3643,4526,2910,3728,3643,4526,19619,33619,5,3910,0,1689,1
1,2004,5,9,564,30,82,7,0,1,0,79743,2,6,3,5226,6184,6144,7179,5937,6471,6912,7489,19619,33619,5,5830,0,686,1
1,2002,7,22,95,73,197,0,0,1,0,68569,0,2,2,3040,4094,3783,4922,3040,4094,3783,4922,20928,33619,5,4310,0,2198,1
1,2003,6,23,373,45,160,13,0,2,1,79231,0,5,2,3378,4234,4148,5073,3613,4537,4402,5400,19638,33619,5,4045,0,1806,1
1,2005,4,5,118,89,498,14,0,1,0,89811,0,11,0,5096,6750,6004,7790,5321,6866,6247,7915,19638,33619,5,5045,0,1763,1
1,2003,6,9,36,28,143,12,0,2,1,78201,2,0,3,2408,3407,3101,4180,2174,3307,2848,4072,19619,33619,5,4510,0,1220,1
1,2005,4,5,469,89,109,12,0,3,2,60577,0,0,0,3327,4398,4093,5250,3419,4801,4193,5685,20928,33619,5,4910,0,630,1
1,2004,5,6,239,102,286,4,0,2,1,75523,0,6,1,5443,6745,6378,7785,5251,6542,6171,7565,20928,33619,5,7130,0,1155,1
1,2003,6,12,389,92,269,13,0,2,1,51676,0,7,0,4870,6062,5760,7047,4389,5541,5240,6484,5546,33619,5,7000,0,888,1
1,2004,5,5,176,81,303,13,0,1,0,62897,0,6,0,7524,8965,8626,10182,6071,7375,9743,11105,19638,33619,5,9630,0,1215,1
1,2005,4,6,268,112,40,14,1,2,1,74695,0,0,1,4442,5759,5297,6720,3902,5187,6532,10161,5546,33619,5,4410,0,1155,1
1,2004,5,19,420,73,197,2,0,1,0,77123,3,2,3,7979,9749,9117,11029,8147,9854,9299,11142,19638,33619,5,10530,0,1155,1
1,2003,6,23,361,2,164,14,0,2,1,48557,0,5,2,3424,4552,4198,5416,3450,4628,4226,5498,19638,33619,5,6230,0,923,1
1,2006,3,1,530,9,328,4,0,1,0,83947,0,6,2,11834,14499,13281,16159,11576,14303,13002,15947,5546,33619,5,8280,0,5092,1
1,2003,6,6,718,53,515,13,0,2,1,51339,0,11,1,2746,3778,3466,4580,2726,3759,3444,4560,19638,33619,5,4510,0,1717,1
1,2005,4,3,667,48,291,6,0,1,0,85866,0,6,2,7908,9540,9041,10803,7650,9257,8762,10498,19638,33619,5,7545,0,1243,1
1,2007,2,4,511,6,109,2,0,2,1,49612,0,5,0,6082,6958,7069,8015,5409,6277,6342,7279,19638,33619,5,5665,0,975,1
1,2005,4,6,637,73,197,14,0,1,0,85915,0,5,1,3574,4662,4360,5535,3229,4383,3987,5234,19638,33619,5,4475,0,983,1
1,2005,4,3,690,48,527,13,0,1,0,69649,0,11,2,6499,8121,7519,9271,5822,7539,6788,8642,20928,33619,5,7445,0,1801,1
1,2005,5,6,220,102,71,12,0,1,0,60628,0,7,1,5249,6761,8936,11511,5758,7562,9605,12445,22808,76040,32,7440,0,825,1
1,2005,5,15,675,119,257,12,0,1,0,85526,2,7,3,6251,7831,9978,11474,6382,7559,9975,11108,17212,76040,32,6670,0,983,1
1,2005,5,13,598,21,248,12,0,1,0,74595,2,6,3,7396,8412,11520,12734,5994,7705,9620,11979,22808,76040,32,7715,0,1740,1
1,2004,6,12,391,92,269,4,0,1,0,87738,0,7,0,6235,7591,9620,11135,6068,7316,9690,10879,8655,76040,32,7245,0,983,1
1,2005,5,6,262,113,236,12,0,2,1,76902,0,0,1,3700,4871,7127,8377,3632,4770,7145,9384,8655,76040,32,5060,0,1155,1
1,2003,7,3,694,48,511,4,0,2,1,64894,0,11,2,5047,6002,9000,9942,5062,6102,8377,9263,99750,76040,32,5000,0,4210,1
1,2007,3,26,275,70,109,1,0,2,1,50024,2,5,3,4743,5987,8299,9190,4403,5474,7858,8826,8655,76040,32,5825,0,505,1
1,2004,6,3,343,48,169,12,0,1,0,87402,0,2,2,4131,5617,7738,9305,4463,5980,7927,8952,20207,76040,32,6270,0,2152,1
1,2004,6,12,319,55,368,13,0,1,0,85155,0,6,0,6189,7900,10156,11417,6204,7885,9649,11398,20207,76040,32,6670,0,2022,1
1,2006,4,3,137,49,176,14,0,1,0,93428,0,0,2,5488,6919,8846,10193,5329,6769,8456,9753,52644,76040,32,5470,0,909,1
1,2006,4,6,636,73,197,13,0,1,0,75850,0,5,1,4341,5773,7970,9117,3859,4995,8201,9063,8655,76040,32,4660,0,920,1
1,2004,6,23,359,0,163,13,0,2,1,78914,0,5,2,2640,3857,6280,7298,2588,3734,5362,6480,8655,76040,32,4160,0,803,1
1,2003,7,5,467,73,197,13,0,2,1,83249,0,0,0,1994,2933,4725,5637,2143,3100,4840,5732,8655,76040,32,4460,0,1023,1
1,2002,8,3,666,48,292,1,0,1,0,85244,0,6,2,0,0,0,0,4084,5143,7399,8575,8655,76040,32,6525,0,1543,1
1,2006,4,23,359,3,54,14,1,1,0,71753,0,5,2,6432,7754,9248,10327,5848,6641,8967,9633,25100,76040,32,5415,0,803,1
1,2004,6,6,248,37,571,14,0,2,1,115717,0,4,1,3535,4858,7822,8863,3372,4162,6840,7793,19064,76040,32,4440,0,683,1
1,2009,1,4,571,53,185,1,0,2,1,66834,0,5,0,8319,9241,13387,14258,8382,9236,12957,13764,19064,76040,32,8070,0,1118,1
1,2004,6,6,232,103,297,2,0,1,0,86391,0,3,1,8069,9765,12272,13890,7793,9287,11749,13204,19064,76040,32,9795,0,1113,1
1,2006,4,4,507,95,223,1,0,2,1,64046,0,5,0,4642,5596,8239,9932,4255,5366,7653,9651,8655,76040,32,5225,0,1215,1
1,2007,3,26,275,70,109,12,0,1,0,69631,2,5,3,4336,5441,7732,9398,4477,5324,8102,9634,8655,76040,32,5170,0,533,1
1,2006,4,4,507,6,109,13,0,1,0,66064,0,5,0,4638,5717,8232,10147,4318,5426,7766,9759,8655,76040,32,6025,0,1215,1
1,2004,6,6,250,101,458,2,0,1,0,91653,0,4,1,7790,9621,12758,15757,6858,8648,10989,12817,8655,76040,32,9750,0,909,1
1,2004,6,3,343,6,109,11,0,2,1,73027,0,2,2,3233,4443,6540,7838,3484,4706,6423,7818,8655,76040,32,5725,0,1974,1
1,2005,5,5,179,84,298,13,0,1,0,91446,0,6,0,7249,9039,11065,12955,8371,9817,12692,14126,19064,76040,32,7585,0,1918,1
1,2004,6,5,0,84,531,14,0,2,1,70290,0,4,0,6404,7262,10905,11821,5798,6857,10168,11233,25100,76040,32,7640,0,569,1
1,2007,3,5,130,6,120,2,0,2,1,68556,0,9,0,10349,11940,14558,16290,8936,10556,12549,14569,25100,76040,32,9315,0,1215,1
1,2005,5,4,571,95,188,5,0,1,0,84029,0,5,0,3025,4331,6923,8085,3958,4840,8012,10078,25100,76040,32,3715,0,1373,1
1,2003,7,6,717,73,102,0,0,1,0,82337,0,11,1,3299,4332,6706,7961,3350,4339,6622,7686,17212,76040,32,3860,0,2322,1
1,2006,4,6,262,113,237,5,0,2,1,67537,0,0,1,4788,5909,8622,9416,4727,5726,8066,8909,25100,76040,32,5925,0,1020,1
1,2004,6,6,238,102,286,6,0,1,0,79875,0,6,1,4833,5993,8218,9549,4475,5745,8127,9383,17212,76040,32,5670,0,1155,1
1,2005,5,6,242,103,290,14,0,1,0,83432,0,6,1,7560,8844,11887,12862,6255,7683,10786,12060,25100,76040,32,8935,0,1893,1
1,2005,4,12,318,55,368,7,0,1,0,79065,0,6,0,7990,9076,9129,10302,9373,10569,10623,11915,18881,29532,30,8085,0,1740,1
1,2004,5,3,81,6,109,12,0,2,1,82783,0,0,2,2969,3761,3707,4562,2824,3629,5568,6123,18881,29532,30,4775,0,853,1
1,2004,5,23,367,2,53,6,0,1,0,78103,0,5,2,4271,5707,5113,6664,4083,5510,4910,6451,17675,29532,30,5255,0,803,1
1,2005,4,3,344,6,109,13,0,2,1,76662,0,2,2,5080,6276,5986,7278,5128,6460,6038,7477,18111,29532,30,5855,0,1974,1
1,2004,5,3,670,59,292,7,0,1,0,77084,0,6,2,6718,8229,7755,9387,7162,8634,8235,9825,18111,29532,30,7205,0,1974,1
1,2003,6,20,52,28,143,13,0,1,0,71235,0,5,2,3325,4190,4091,5025,4153,5258,4985,6179,21973,29532,30,4125,0,2508,1
1,2005,4,3,219,49,337,6,0,1,0,76227,0,6,2,8092,9950,9239,11246,8092,9950,9239,11246,18881,29532,30,8805,0,1389,1
1,2007,2,6,286,75,78,5,0,1,0,81509,0,1,1,11412,14485,12825,16144,11412,14485,12825,16144,18111,29532,30,8170,0,1633,1
1,2001,8,4,508,6,109,14,1,1,0,76397,0,5,0,2460,3348,3157,4116,2460,3348,3157,4116,18111,29532,30,3440,0,1689,1
1,2003,6,6,718,53,515,3,0,1,0,88107,0,11,1,2677,3625,3391,4415,2726,3759,3444,4560,18880,29532,30,3140,0,2322,1
1,2002,7,6,268,110,235,1,0,1,0,87647,0,0,1,2171,3204,2845,3960,2171,3204,2845,3960,18881,29532,30,3690,0,1543,1
